dbo,tShiftOT,SHF_ID,FK_tShiftOT_tShift,dbo,tShift,SHF_ID,CASCADE,CASCADE,0
dbo,tSiteUpdate,SiteUpdatePlanID,FK_dbo.tSiteUpdate_dbo.tSiteUpdatePlan_SiteUpdatePlanID,dbo,tSiteUpdatePlan,ID,CASCADE,NO_ACTION,0
dbo,tSiteUpdatePlan,PredecessorID,FK_dbo.tSiteUpdatePlan_dbo.tSiteUpdatePlan_PredecessorID,dbo,tSiteUpdatePlan,ID,NO_ACTION,NO_ACTION,0
dbo,tSSO_Account,CPN_ID,FK_tSSO_Account_tCompany,dbo,tCompany,CPN_ID,CASCADE,CASCADE,0
dbo,tStage,ReqID,FK_tStage_tRequest,dbo,tRequest,RequestID,CASCADE,NO_ACTION,0
dbo,tTax91,EmployeeCode,FK_tTax91_tEmployee,dbo,tEmployee,EmployeeCode,CASCADE,CASCADE,0
dbo,tTimeInOut,EmployeeCode,FK_tTimeInOut_tEmployee,dbo,tEmployee,EmployeeCode,CASCADE,CASCADE,0
dbo,tTimeInOut,SHF_ID,FK_tTimeInOut_tShift,dbo,tShift,SHF_ID,NO_ACTION,CASCADE,0
dbo,tTimeSheet_MultiPeriod,CostCenter_ID,FK_tTimeSheet_MultiPeriod_tCostCenter,dbo,tCostCenter,CostCenter_ID,CASCADE,CASCADE,0
dbo,tTimeSheet_MultiPeriod,SHF_ID,FK_tTimeSheet_MultiPeriod_tShift,dbo,tShift,SHF_ID,CASCADE,CASCADE,0
dbo,tTimeSheet_MultiPeriod,Site_ID,FK_tTimeSheet_MultiPeriod_tSiteTR,dbo,tSiteTR,Site_ID,CASCADE,CASCADE,0
dbo,tTimeStamp,CardID,FK_tTimeStamp_tEmployee,dbo,tEmployee,EmployeeCode,CASCADE,CASCADE,0
dbo,tUse_Flow,GroupID,FK_tUse_Flow_tGroup,dbo,tGroup,GroupID,CASCADE,NO_ACTION,0
dbo,tUseList,APPGID,FK_tUseList_tApproverGroup,dbo,tApproverGroup,APPGID,CASCADE,NO_ACTION,0
dbo,tUser,USG_ID,FK_tUser_tUserGroup,dbo,tUserGroup,USG_ID,NO_ACTION,CASCADE,0
dbo,tUser_LoginStat,UID,FK_tUser_LoginStat_tUser,dbo,tUser,UID,CASCADE,CASCADE,0
dbo,tWorkCalendarDetail,WCD_ID,FK_tWorkCalendarDetail_tWorkCalendar,dbo,tWorkCalendar,WCD_ID,CASCADE,CASCADE,0
